"batch_size","epochs","activation","dense","optimizer","drop","learning_rate","conv","clipnorm","clipvalue","decay","epsilon","rho","momentum","nesterov","beta_1","beta_2"
10,394,"linear","1000 500 100 50","rmsprop",0.861227710331208,0.0322389221028211,"32 20 16 32 10 1",7.02010087563603,2.07334721049631,1.84358737168252,"1e-12",6.50276681663435,7.5802170340193,TRUE,1.10843756711635,7.76738080437486
10,229,"softsign","2000 1000 1000 1000 500 100 50","adagrad",0.529996513293078,0.015007649032746,"25 25 25 25 25 1",9.4107256525158,8.27009940352474,8.04218129710411,"1e-06",8.34197732710016,9.90111686963937,TRUE,3.44388119065776,1.00770459503494
8,400,"hard_sigmoid","500 100 50","rmsprop",0.0813949903225992,0.056659637419758,"25 25 25 25 25 1",0.90855727719992,7.17780290758337,0.542831779831322,"1e-12",3.6195480915539,3.95887854330125,TRUE,6.53468268691182,2.88162659662939
9,362,"elu","1000 500 100 50","sgd",0.0792220432371134,0.0322916094512216,"32 20 16 32 10 1",6.49161478663664,1.51607531203647,7.95668571297196,"1e-08",3.54066031535186,3.18540984710911,TRUE,7.37879015302553,1.87783492884413
9,188,"tanh","500 100 50","rmsprop",0.159283762860799,0.0247342720777856,"25 25 25 25 25 1",1.42573391731986,8.21488174326067,3.94309498111485,"1e-12",2.21612470098576,2.5570488085493,FALSE,7.31534418388442,8.42621787882721
10,210,"sigmoid","1000 500 100 50","adam",0.575272518004314,0.0586619635007152,"100 100 100 100 100 1",1.47498798198641,1.43954444964021,1.90391075710766,"1e-08",4.24214018776638,5.57720681844628,FALSE,9.28891817492834,0.995228082017627
6,156,"sigmoid","1000 500 100 50","adadelta",0.041802878282941,0.00561202617170309,"100 100 100 100 100 1",2.33140057859381,7.00413463453981,0.353452961769654,"1e-10",5.45109286563762,8.47426967340172,TRUE,5.8744241587166,9.80378838432231
5,377,"linear","2000 1000 1000 500 100 50","adagrad",0.84073741986322,0.0703768218558785,"50 50 50 50 50 1",1.80810607206741,8.69620745429034,1.55655398890842,"1e-10",5.32475639632247,3.42694567940431,FALSE,1.74399545438731,1.66418572803076
5,337,"hard_sigmoid","1000 500 100 50","adadelta",0.049634732895589,0.0254945031544052,"32 20 16 32 10 1",5.77370305725995,0.786927131726098,2.93812811424723,"1e-10",8.30075480134236,4.20888262991677,TRUE,4.47490683225162,3.92295027066337
9,199,"sigmoid","2000 1000 500 100 50","adadelta",0.426906064379483,0.0203829984988276,"64 32 16 32 64 1",7.07801537789612,2.63703274223677,6.09318141680094,"1e-06",6.57053879343677,8.2202929943474,FALSE,8.31495818472784,1.14105025707142
5,178,"hard_sigmoid","1000 500 100 50","adadelta",0.555392018781777,0.00372002215575594,"50 50 50 50 50 1",2.10364771859943,4.56882253695129,5.34040821310249,"1e-14",1.54348462349663,3.007598108612,TRUE,9.12826252067672,2.64161369507218
8,418,"sigmoid","1000 500 100 50","adagrad",0.530843619837414,0.064297171992528,"32 20 16 32 10 1",3.71567478578348,5.46174282904493,4.75361469644471,"1e-08",4.11769776799334,0.288692690182943,FALSE,0.374875240989402,3.78314051072394
9,158,"softplus","1000 500 100 50","rmsprop",0.291397118041618,0.00594635103055434,"100 100 100 100 100 1",9.18503871977108,6.17655288760323,2.83871330204303,"1e-06",8.23781134346811,6.62731695151189,TRUE,7.23306616833936,1.31738155309621
8,420,"softplus","1000 500 100 50","adagrad",0.325690247295646,0.0741295525327252,"25 25 25 25 25 1",4.18327922544751,7.81573105768414,0.867211973211961,"1e-10",9.25382018709775,7.27436769209802,TRUE,5.41878698052223,5.3553012713304
7,413,"hard_sigmoid","2000 1000 1000 500 100 50","sgd",0.273970353702642,0.0591938449980475,"25 25 25 25 25 1",5.60462471914679,7.72076455856341,9.17558890559012,"1e-10",4.76187777124029,1.492001768396,TRUE,3.21644272834409,7.55919565113189
6,148,"linear","2000 1000 1000 1000 500 100 50","sgd",0.723788371834369,0.0123922686075839,"32 20 16 32 10 1",0.461480504793498,8.30462577221026,2.86255768593051,"1e-08",4.63965087064643,7.08556334082037,TRUE,8.82568863893586,3.38956803163056
10,426,"softmax","500 100 50","adagrad",0.41721025271531,0.0707471708957821,"100 100 100 100 100 1",7.60433408236984,6.35426139934488,5.60060431520105,"1e-14",2.22008305044964,9.64683775035548,FALSE,0.437916323092921,1.3051889798963
7,457,"softsign","2000 1000 500 100 50","rmsprop",0.320941074134898,0.0712586354416999,"50 50 50 50 50 1",0.397196650517353,7.40462434360882,7.7335346818855,"1e-08",4.74146040111072,0.555074454679852,FALSE,5.04651518570965,2.42184098764929
6,159,"softsign","2000 1000 1000 500 100 50","adadelta",0.181882954360975,0.0785488229559035,"25 25 25 25 25 1",5.28266609609581,2.12823809135019,8.51198352996726,"1e-08",5.24902758611063,6.21922898692312,TRUE,5.90803865847152,6.02414618248558
5,317,"sigmoid","1000 500 100 50","rmsprop",0.097994335214782,0.0134157695533703,"64 32 16 32 64 1",4.46123460481321,6.36781102709904,0.220451303587761,"1e-06",3.27035492475506,0.977182144535473,FALSE,0.824793216318698,1.47296359373195
5,312,"softmax","500 100 50","sgd",0.514978959827882,0.000317684112704264,"25 25 25 25 25 1",8.40097607795878,7.18136287537247,3.51742117584799,"1e-14",5.77203097087867,6.06250999642536,TRUE,1.24579432030346,4.43861295899335
6,265,"tanh","2000 1000 500 100 50","sgd",0.660760181463801,0.0945008975182055,"32 20 16 32 10 1",2.17527035880364,3.98521282150075,0.796612271873746,"1e-08",3.3520737757365,9.82561032774276,TRUE,3.3657351191706,9.10683082036622
8,199,"softmax","1000 500 100 50","rmsprop",0.52168071456448,0.0372713311356666,"50 50 50 50 50 1",0.0145674102410785,1.52030649674703,7.58919664161862,"1e-10",5.49277116333958,5.14745427041082,TRUE,9.11357323232817,0.687728873099909
8,185,"sigmoid","500 100 50","rmsprop",0.404560639032035,0.0368549768059123,"100 100 100 100 100 1",9.36378103439574,4.72655488296484,9.38368411774049,"1e-10",6.47183861797626,1.0614635250147,FALSE,9.76576738421452,6.64405629684937
10,365,"tanh","2000 1000 500 100 50","sgd",0.800590811609442,0.0555372567447877,"100 100 100 100 100 1",4.59359851590886,7.685905435,3.15371391157503,"1e-12",9.31600385368675,5.88187863624655,TRUE,7.50803332968005,9.19123891592059
10,172,"softplus","2000 1000 1000 1000 500 100 50","rmsprop",0.402904493220896,0.0960288359794502,"32 20 16 32 10 1",8.36859980065625,0.386830720383566,3.44789619197138,"1e-10",3.10341466689172,0.259181419960223,TRUE,1.51219420191219,3.35829395702227
7,331,"softplus","2000 1000 1000 500 100 50","adagrad",0.524942031852587,0.0157252529859811,"50 50 50 50 50 1",5.47507622344415,4.329859126086,0.846947629925562,"1e-08",6.85966430176399,3.38262652469799,FALSE,4.77803543571105,9.40953165536535
7,331,"hard_sigmoid","500 100 50","rmsprop",0.197466076738795,0.00802832829600921,"100 100 100 100 100 1",3.89820683125681,9.8995364595564,4.22782725547208,"1e-06",7.80955160497874,5.42068789014709,TRUE,7.52387479495985,2.35074800891144
8,347,"softplus","500 100 50","sgd",0.792337496486516,0.0389561230137605,"50 50 50 50 50 1",4.40828493253795,3.85214315607011,8.00588081410737,"1e-14",9.01307216341996,5.82217743075453,TRUE,5.36087730305739,4.75356158508395
9,160,"softplus","2000 1000 1000 1000 500 100 50","sgd",0.779611651179032,0.0182086293894101,"32 20 16 32 10 1",9.63302710412384,0.819909310434181,1.06567382371984,"1e-08",3.46781770532924,4.96099236062728,FALSE,8.75764720421864,6.16606507808383
7,437,"hard_sigmoid","2000 1000 1000 500 100 50","adagrad",0.627786626976239,0.0537221118332328,"32 20 16 32 10 1",1.87742328214512,1.54604393416881,4.07988480458967,"1e-06",4.68703832749236,3.21226630611112,FALSE,2.93880388219532,2.84569909634694
8,242,"sigmoid","2000 1000 500 100 50","adam",0.810179018726048,0.0287748372801246,"100 100 100 100 100 1",2.12705380572256,2.24820450430987,4.03118441701983,"1e-14",5.20380670936738,2.54638364315033,TRUE,8.69768756395382,1.77620377220926
10,251,"tanh","2000 1000 1000 1000 500 100 50","adam",0.34795685337272,0.0934620957630144,"50 50 50 50 50 1",7.69626254280792,9.02807371782917,1.77691187872668,"1e-06",5.13133611725122,1.53499040560913,TRUE,8.24381471899402,1.13652953278267
6,276,"softmax","1000 500 100 50","adagrad",0.260660715512722,0.0951974211895565,"50 50 50 50 50 1",1.44768269827575,5.5442258002128,7.89074057492078,"1e-14",8.95741792668516,3.91826705424697,FALSE,0.666119940057381,1.67066500152615
6,254,"softplus","2000 1000 500 100 50","adadelta",0.0526081088862964,0.0261185036037428,"25 25 25 25 25 1",2.35987675286859,5.0510816798182,4.01885858104797,"1e-06",4.18964031671959,6.05114736746415,FALSE,5.98833548633892,3.63570488381487
9,127,"relu","500 100 50","rmsprop",0.537921109789365,0.0836651268505477,"25 25 25 25 25 1",8.09121502742873,9.49306241115122,1.91653568606824,"1e-12",4.09580977649313,2.79638185225776,TRUE,4.0663383490734,4.26421369041309
9,161,"relu","500 100 50","sgd",0.100180690184946,0.0435883610311086,"100 100 100 100 100 1",5.88999665510486,8.56195262369401,6.24492674844805,"1e-06",5.38770034296737,2.47290874689235,FALSE,0.874085461223612,3.18184647357849
7,408,"softplus","500 100 50","adam",0.839070945215004,0.00831739904996958,"50 50 50 50 50 1",7.9199291132001,5.27274931812336,7.52490314720897,"1e-08",1.62430528203522,2.80876098472159,TRUE,2.6191531628412,0.0707352705899372
6,315,"softmax","2000 1000 1000 500 100 50","adagrad",0.550733346884069,0.0363846487347275,"25 25 25 25 25 1",5.72027987951359,6.25042045778491,9.85404333501006,"1e-10",8.95263387849374,1.32987782093813,FALSE,2.42011042951809,7.53429309662528
5,354,"hard_sigmoid","2000 1000 1000 1000 500 100 50","adadelta",0.252677565787523,0.00254729868716905,"100 100 100 100 100 1",8.84168492033061,8.42302699009477,5.28800460542669,"1e-12",8.62791352096593,3.43773523506592,TRUE,1.78698504603323,1.63086331254878
8,253,"sigmoid","500 100 50","adagrad",0.224592096404848,0.0890197381633555,"25 25 25 25 25 1",0.544563866325364,8.57046014816456,9.9471750262822,"1e-12",2.10883703267271,6.60595021550427,FALSE,9.86295793550455,2.26726025034314
6,431,"linear","1000 500 100 50","sgd",0.0649032493331004,0.038146029232985,"25 25 25 25 25 1",1.34166748191085,7.60632971088616,7.17688601452159,"1e-12",3.47837544435469,2.68790485038306,FALSE,5.09650237861561,9.80618044624098
7,143,"linear","2000 1000 1000 500 100 50","sgd",0.252094916978816,0.00448998037404561,"32 20 16 32 10 1",8.0039298815958,8.0713497006318,7.6481866725185,"1e-10",2.35913009242514,4.28462702542194,FALSE,4.60293593083037,2.86738455879712
7,402,"tanh","2000 1000 500 100 50","rmsprop",0.225696958724374,0.047916678874608,"100 100 100 100 100 1",8.89114682300658,6.69876320734585,6.04336655659019,"1e-12",6.89971442396942,9.63287728599389,FALSE,4.38765159124257,6.37242793405473
9,378,"softsign","1000 500 100 50","adam",0.0406537849510205,0.00676681070475093,"32 20 16 32 10 1",8.30623223353273,1.0843530233405,8.71614481210592,"1e-10",7.19607839995181,8.39293273210642,FALSE,2.87708527054229,6.47914753986264
5,444,"tanh","2000 1000 1000 1000 500 100 50","rmsprop",0.160669112194853,0.0434775629766317,"64 32 16 32 64 1",2.82411496283314,1.14210891986021,0.83565115774516,"1e-12",3.4045263850951,5.58417071455275,FALSE,3.05206760776419,6.10503403520847
8,477,"softmax","2000 1000 1000 500 100 50","adam",0.849230943650007,0.0704468199168149,"100 100 100 100 100 1",3.54314135374861,8.40687362389315,7.91890985029866,"1e-06",3.63736273649088,0.59788360883831,FALSE,8.4456495942418,2.61335516213035
10,302,"relu","2000 1000 1000 1000 500 100 50","rmsprop",0.694486633566103,0.0759017471272646,"50 50 50 50 50 1",5.3978147892075,2.60062644559362,2.52030955198221,"1e-14",5.09966928162995,4.67552302699769,FALSE,8.32755524310369,8.55240881004253
5,267,"softplus","500 100 50","adadelta",0.8525356229853,0.0171441232632672,"64 32 16 32 64 1",0.208850842802672,0.65608236468393,1.0200562293164,"1e-12",4.63480833909394,2.63494146550307,FALSE,3.5403263458424,3.52088138246524
7,198,"elu","500 100 50","rmsprop",0.58045296859669,0.0580149436538032,"64 32 16 32 64 1",0.420931882507197,0.22112928994674,3.04559086418711,"1e-14",6.55628145080631,9.04110920757637,FALSE,6.66200801438601,9.56764374017149
9,489,"relu","1000 500 100 50","adam",0.886675238847931,0.0752269569642182,"64 32 16 32 64 1",2.36898023771138,3.08089198008724,5.53500723706209,"1e-08",3.12830807486718,6.3407566390268,FALSE,0.3954878552411,5.06458059170034
8,296,"hard_sigmoid","2000 1000 1000 1000 500 100 50","adam",0.224193864823447,0.0574518331587132,"32 20 16 32 10 1",9.4964053648096,7.23882128142842,3.45927507934859,"1e-12",8.42808892488054,6.20855417059618,TRUE,0.195053894981936,5.47978755330265
6,240,"linear","2000 1000 500 100 50","rmsprop",0.0491486316598719,0.0409922103273925,"100 100 100 100 100 1",7.62134135009785,4.00227667584696,1.38932802249328,"1e-12",8.24140650178793,6.90591075305128,TRUE,3.44850538584286,7.29490533343821
6,120,"elu","500 100 50","adam",0.149591067559202,0.0210424417802885,"64 32 16 32 64 1",2.61116519128953,1.86983193109547,5.48108882456785,"1e-14",2.08078896442903,1.14190539810224,TRUE,2.74981431555073,2.85136045568061
8,321,"softsign","2000 1000 1000 500 100 50","adam",0.13893246748501,0.0074315776489198,"25 25 25 25 25 1",7.76978163545771,5.50729259125272,1.78831492680125,"1e-08",4.85696289815835,8.24960312613985,FALSE,7.04626635330212,0.50029579088188
10,154,"elu","2000 1000 500 100 50","adadelta",0.150620887615462,0.00897745428525002,"64 32 16 32 64 1",1.59503109384461,5.05825612010806,9.14320504654432,"1e-10",3.90319224535552,0.810658103920286,FALSE,6.49999389509922,2.4479415499359
8,227,"relu","2000 1000 1000 1000 500 100 50","adam",0.208596830434527,0.0756018119368656,"100 100 100 100 100 1",6.18530247066862,8.51396962616402,6.99147234694683,"1e-10",0.578203906703874,6.82238600626122,TRUE,3.39660990263481,3.588098200918
8,410,"softmax","500 100 50","rmsprop",0.24255814469133,0.072013561180135,"50 50 50 50 50 1",8.60772812001056,7.96681755206884,1.7034337784641,"1e-12",5.06150513928972,4.39155494239414,FALSE,5.06092020604951,6.9538173357997
8,357,"linear","2000 1000 1000 500 100 50","rmsprop",0.510031988960411,0.0176869681963079,"32 20 16 32 10 1",7.04702627685014,0.691375850453273,4.86964803765062,"1e-10",8.60075111293073,6.76457639976172,FALSE,1.10143006257377,0.300329345157012
8,116,"elu","2000 1000 1000 1000 500 100 50","sgd",0.582241907587065,0.0701120171481736,"32 20 16 32 10 1",5.12613576024619,2.45152230786167,4.10795325829997,"1e-06",1.82115545383218,0.335800999657949,FALSE,5.18060750075887,4.63948872070613
5,445,"elu","500 100 50","rmsprop",0.121002298475895,0.039719813145857,"25 25 25 25 25 1",4.96197558182174,6.10409623254812,0.76185300920275,"1e-06",0.992039856569871,2.89368935958482,FALSE,8.75089841873289,3.14871861281399
10,174,"elu","2000 1000 1000 500 100 50","adadelta",0.49957139135655,0.0360337051669815,"100 100 100 100 100 1",2.49515134643266,0.0580394949140858,2.79542320600827,"1e-06",3.34004888678847,2.16514832950081,TRUE,0.522154778579336,6.43659451255826
7,463,"softsign","2000 1000 1000 500 100 50","rmsprop",0.809398672004824,0.0419666621130291,"50 50 50 50 50 1",9.14056939829663,1.00503653828109,4.19427332018735,"1e-10",7.02076632238615,2.59233822549577,TRUE,6.80076273642091,0.125392204672464
10,175,"linear","2000 1000 1000 500 100 50","sgd",0.492992860101967,0.0189330798875105,"50 50 50 50 50 1",2.19814528228354,6.59917023114558,7.49764415515936,"1e-14",7.14185113847173,6.43623670536675,TRUE,1.82680323603527,2.93150100369731
10,195,"hard_sigmoid","500 100 50","rmsprop",0.111377454485069,0.0915381623376328,"50 50 50 50 50 1",4.04330890900052,7.93451026403946,1.82615116652451,"1e-08",8.74640565019701,6.59398095329409,TRUE,5.00774140907405,7.01755138368082
6,466,"softmax","1000 500 100 50","adagrad",0.0180974087463808,0.0535423166324415,"32 20 16 32 10 1",9.91894622138308,1.59099666195339,9.32296591481077,"1e-08",8.99985105825111,7.50462940037367,TRUE,1.70149673160181,9.72675276293928
5,155,"tanh","1000 500 100 50","sgd",0.869558488179592,0.0298676392718882,"50 50 50 50 50 1",9.93598833519327,3.74167885996732,4.70275415636832,"1e-06",6.95824565616453,7.14645610312233,TRUE,4.77373935893411,1.45523857766497
5,128,"linear","500 100 50","adagrad",0.872715291824145,0.0306059476104693,"100 100 100 100 100 1",5.61307078366269,5.96367984286959,9.65327594853472,"1e-12",0.813618004339039,0.575703549005557,FALSE,9.08219032181537,5.1965322008238
8,440,"elu","1000 500 100 50","rmsprop",0.523972391392209,0.0311222459567191,"25 25 25 25 25 1",8.15348695734851,2.35139864747105,7.53397205697838,"1e-10",9.24649333234378,8.42514784912113,TRUE,1.95848479145373,4.18379912086616
7,296,"sigmoid","2000 1000 1000 500 100 50","sgd",0.748193989464256,0.0957507006784752,"100 100 100 100 100 1",1.86147411186266,2.26427977628336,0.673610320065636,"1e-14",6.4783694005164,5.85612341542146,TRUE,4.21642009999237,6.90856687090235
9,173,"relu","2000 1000 1000 1000 500 100 50","adagrad",0.132157743416971,0.0440012567052909,"50 50 50 50 50 1",6.4704008200896,3.69377266817611,3.44347775964416,"1e-10",1.09923816347445,5.74498881762614,FALSE,3.63724431578037,8.57663180349858
7,148,"hard_sigmoid","2000 1000 1000 1000 500 100 50","sgd",0.569649676501227,0.0147477643566024,"32 20 16 32 10 1",1.17923929172014,0.226521901660767,8.0223788241588,"1e-06",3.70804201529597,6.18536295627244,FALSE,3.25740310209981,2.28460181186388
8,157,"softplus","2000 1000 1000 500 100 50","adadelta",0.240014799227973,0.0109652522151452,"100 100 100 100 100 1",6.95989421231208,3.38612497416209,3.12393340869923,"1e-14",3.43902210929376,5.21149181588437,FALSE,5.45396368144794,8.34158737487559
5,117,"linear","2000 1000 500 100 50","adadelta",0.40148447121639,0.0262229965709982,"32 20 16 32 10 1",4.32006825992842,3.17395918958988,7.35296089155134,"1e-12",5.5444191885489,4.99844406908378,FALSE,1.77207725386601,2.0684687904334
8,188,"softmax","500 100 50","rmsprop",0.501747126564779,0.0622121230878615,"100 100 100 100 100 1",7.37092092256196,4.64352155047428,4.95931125506409,"1e-12",2.34223208078457,1.1100722408935,TRUE,0.681813479754095,3.40633075505953
9,342,"softplus","2000 1000 1000 500 100 50","adadelta",0.370283186374709,0.0443405203948163,"50 50 50 50 50 1",6.00478355020654,6.71764100224019,4.58647636629874,"1e-06",0.234593690974067,9.7876327782427,FALSE,2.30430300328171,6.61633435837016
7,317,"linear","2000 1000 500 100 50","adam",0.451118678069289,0.0218510828995897,"32 20 16 32 10 1",4.29374257868992,7.57406322958596,7.03509883516934,"1e-12",5.35462589579722,5.11953326646704,FALSE,8.78218069836469,2.27936031259844
