"cell_features","use_landmark_genes","dense","dense_feature_layers","batch_size","residual","activation","optimizer","learning_rate","reduce_lr","warmup_lr","epochs","clipnorm","clipvalue","decay","epsilon","rho","momentum","nesterov","beta_1","beta_2"
"expression",1,"1000 1000 1000 1000","1000",1024,TRUE,"relu","rmsprop",0.0665212580691011,TRUE,FALSE,306,2.82584464584885,4.53926333978052,5.09127126835519,1e-14,5.45647427427477,9.63958216741215,TRUE,5.43087730279029,3.32602104888292
"mirna",1,"1000 1000 1000","1000 1000",64,FALSE,"relu","rmsprop",0.0535198642610217,TRUE,FALSE,202,1.79318562940417,1.03506987752098,5.24033841143129,1e-10,6.82689660590629,8.57071367798489,FALSE,0.895392630043069,8.70748222095916
"mirna",1,"1000 1000","1000 1000 1000",128,TRUE,"tanh","sgd",0.0656109864215042,TRUE,TRUE,116,3.23204914638484,0.786376542515712,5.39501318729715,1e-10,0.984927382416236,3.39677431696095,TRUE,5.10989948629474,2.37980010337577
"mirna",1,"1000 1000 1000 1000","1000 1000 1000 1000",256,FALSE,"relu","rmsprop",0.0550896020133724,FALSE,FALSE,358,6.69380760257417,3.31826536509841,4.18672798253945,1e-10,4.34591221874336,5.45697088222136,FALSE,4.76187775467107,4.74451408838234
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000",64,TRUE,"tanh","rmsprop",0.0535726653593896,TRUE,TRUE,448,0.330961859399415,9.14964668854882,0.270087969822343,1e-08,2.71209042663986,2.98759013187722,TRUE,0.0745950872667527,0.478871050780619
"expression",1,"1000","1000",256,FALSE,"tanh","adam",0.00973066369392975,TRUE,FALSE,114,2.07875554318448,3.35181753665278,7.65892408633139,1e-08,6.74695150683892,7.62708785890951,FALSE,0.164110005142417,0.210028698637729
"expression",1,"1000 1000 1000 1000 1000","1000 1000",128,TRUE,"relu","rmsprop",0.0702302957076839,FALSE,FALSE,385,6.50239345437486,7.58199404267446,6.54398957162281,1e-06,7.7651935460072,5.38390557326726,TRUE,6.48473426201232,2.16785304857629
"expression",1,"1000 1000","1000 1000 1000 1000 1000",512,TRUE,"relu","adam",0.0941201955063296,TRUE,TRUE,111,8.34263124503494,9.90450850397803,6.94764098925167,1e-08,1.00715462983937,5.70634507738287,TRUE,3.72501278647309,5.80850819026648
"expression",1,"1000 1000 1000 1000 1000","1000",256,FALSE,"sigmoid","adam",0.00910393337968125,TRUE,FALSE,417,3.61661924662939,3.95935241831876,8.87940850027022,1e-12,2.88422769619025,1.73399792108918,TRUE,4.08888143412957,6.41446026204133
"expression",1,"1000","1000 1000",128,FALSE,"relu","rmsprop",0.0649094666173694,FALSE,TRUE,234,3.54281827884413,3.18860234408458,7.69952863126993,1e-12,1.87830311600895,4.35931895727641,TRUE,0.551635368859627,0.998039136306952
"expression",1,"1000 1000 1000 1000","1000",256,FALSE,"relu","adam",0.0142690425676823,TRUE,FALSE,414,2.21627997882721,2.5595741813074,4.27753037307877,1e-12,8.42565781076051,8.48347376331105,FALSE,6.71123791479471,4.41215803519588
"expression",1,"1000 1000 1000 1000","1000 1000",32,TRUE,"sigmoid","sgd",0.014729354003316,FALSE,FALSE,239,4.24019563201763,5.5791971969298,1.28254372414434,1e-14,0.995939103960537,0.141990280789323,FALSE,3.21082779927683,8.26262751831582
"mirna",1,"1000 1000 1000 1000","1000 1000",1024,FALSE,"relu","sgd",0.0233181427137377,TRUE,FALSE,269,5.45383188432231,8.47227396139873,7.65071544409264,1e-10,9.80383957664489,2.42367900826037,TRUE,9.33041335815212,6.93575094218389
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000",512,TRUE,"tanh","adam",0.0181052867245456,TRUE,FALSE,286,5.32414912803076,3.42885548794528,4.35512074879487,1e-06,1.66215026904369,8.5144017816335,FALSE,5.98662736800983,8.55118333657834
"mirna",1,"1000 1000 1000 1000","1000 1000",1024,FALSE,"relu","rmsprop",0.0577116073493957,FALSE,FALSE,331,8.30290647066337,4.20640653517398,8.7254758983897,1e-10,3.92318001783706,6.34253084948054,TRUE,6.80955282523251,8.23740640575659
"expression",1,"1000 1000 1000 1000","1000 1000 1000",1024,FALSE,"relu","sgd",0.070757969480319,FALSE,TRUE,135,6.57099595707142,8.22216479216454,1.5601614429662,1e-14,1.1446205143971,8.15622894540778,FALSE,5.72302550374247,0.600781298013475
"mirna",1,"1000 1000 1000 1000","1000 1000",1024,TRUE,"relu","adam",0.0210418971749145,FALSE,TRUE,445,1.54162469507218,3.00521286791284,8.94366708453163,1e-14,2.64366275104661,3.03930910369265,FALSE,0.0353923259618655,3.60352930014998
"expression",1,"1000 1000 1000 1000","1000 1000",256,TRUE,"sigmoid","rmsprop",0.0371826718048834,TRUE,FALSE,206,4.11813716072394,0.289401679438964,0.619273873927304,1e-06,3.78475045763996,5.09190041223657,FALSE,9.96670319351746,4.29253117415958
"expression",1,"1000 1000","1000 1000",128,FALSE,"relu","rmsprop",0.0918787494203318,TRUE,FALSE,164,8.23731235309621,6.62996587833758,8.79681447056122,1e-12,1.31912211408947,4.29291296647745,TRUE,7.41804599604546,5.23232453640659
"expression",1,"1000 1000","1000 1000",512,FALSE,"tanh","sgd",0.0418439434395248,TRUE,FALSE,322,9.2502623213304,7.27223128363277,8.93049465301447,1e-10,5.35725625768756,0.749266872515436,FALSE,3.86278612642891,1.94181112560625
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000",64,FALSE,"sigmoid","adam",0.0560226520695524,TRUE,TRUE,278,4.76422360113189,1.49177584743922,9.88278564696899,1e-08,7.55519876490313,4.98025725640124,TRUE,0.99109078271872,7.71921956370315
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000 1000",128,TRUE,"relu","rmsprop",0.00465550806892432,TRUE,FALSE,249,4.63955553163056,7.08883616309265,7.40785123299109,1e-14,3.38819507773823,5.27389920566464,FALSE,0.832659392164415,6.73416250652284
"expression",1,"1000","1000",512,FALSE,"tanh","sgd",0.076002452499771,TRUE,TRUE,480,2.2201798298963,9.64998600238982,4.07879226015881,1e-06,1.30844900302609,4.78149403918651,TRUE,4.34287325291508,5.39467152116239
"mirna",1,"1000 1000 1000","1000 1000 1000",128,FALSE,"tanh","adam",0.00397368174407349,TRUE,TRUE,183,4.74181778764929,0.555564207285639,2.06878119197907,1e-10,2.42338721146471,4.5065949600481,TRUE,6.55395030160496,8.72745882140682
"mirna",1,"1000 1000 1000","1000 1000 1000 1000",1024,FALSE,"tanh","adam",0.052844516779038,FALSE,TRUE,220,5.24915393248558,6.21513110262038,5.58040863992064,1e-10,6.02258555329941,7.08441604306572,TRUE,9.33833375484404,3.91175631927091
"mirna",1,"1000 1000 1000 1000","1000 1000",128,FALSE,"relu","sgd",0.0446084159886857,TRUE,FALSE,119,3.27294559373195,0.978923420916167,3.9736728395964,1e-06,1.47260688029188,2.7662069234706,TRUE,3.53254093932321,3.67980101153467
"mirna",1,"1000","1000",64,TRUE,"relu","adam",0.084021484918965,TRUE,FALSE,468,5.77359960899335,6.06429970877728,8.27640334652504,1e-06,4.4392513300211,8.19757303507649,TRUE,4.29570654223172,7.97107850039175
"mirna",1,"1000 1000 1000","1000 1000 1000",64,TRUE,"tanh","rmsprop",0.0217778959507987,FALSE,FALSE,254,3.35188837036622,9.82648169733441,5.51044463267433,1e-08,9.10886757457722,4.38366239877651,TRUE,1.10774305686746,9.6806425244015
"expression",1,"1000","1000 1000",128,TRUE,"sigmoid","adam",0.000137248179914212,FALSE,TRUE,266,5.49268082309991,5.1491946763768,5.72254930159776,1e-14,0.689783603685944,0.890864177328767,FALSE,3.52158037402358,8.28777165330782
"expression",1,"1000 1000 1000 1000","1000",256,FALSE,"sigmoid","sgd",0.0936186715567602,FALSE,TRUE,305,6.47405799684937,1.06434115468361,1.60813352423254,1e-14,6.64348506060326,9.64931081947405,FALSE,0.949304640208848,9.56133354615284
"expression",1,"1000 1000 1000","1000 1000 1000",64,TRUE,"sigmoid","sgd",0.0459153791395552,TRUE,FALSE,371,9.31623766592059,5.88258529234644,9.13674437046633,1e-12,9.19040537756215,3.25801525401301,FALSE,1.88004244732411,0.187979680278358
"expression",1,"1000 1000","1000 1000 1000 1000 1000",128,FALSE,"tanh","rmsprop",0.0836850886577869,FALSE,FALSE,307,3.10329650702227,0.257811162455186,5.15091619746876,1e-06,3.35851317682293,4.5042404977954,TRUE,1.0990456209361,0.706858960995406
"mirna",1,"1000 1000","1000 1000 1000 1000",512,TRUE,"relu","adam",0.0548008493480316,FALSE,FALSE,213,6.85955715536535,3.3845869069768,0.770428394431947,1e-10,9.40927968520742,2.92837315735407,TRUE,9.03318333070143,1.07989461284022
"mirna",1,"1000 1000 1000 1000 1000","1000",128,FALSE,"relu","rmsprop",0.0390013974730572,TRUE,FALSE,127,7.80569345891144,5.42118025698865,8.68118239149218,1e-12,2.35447342206372,9.56527899866807,FALSE,7.31155361430667,5.94491603432382
"expression",1,"1000 1000","1000",64,TRUE,"sigmoid","adam",0.044086214878135,FALSE,TRUE,456,9.01351898508395,5.8242248655576,5.16974539840361,1e-10,4.75267493040054,8.6201479894924,TRUE,7.84817159109415,1.56839030110288
"expression",1,"1000 1000","1000 1000 1000 1000 1000",64,TRUE,"relu","rmsprop",0.0963278910761478,FALSE,FALSE,236,3.46609207808383,4.96140530293656,2.88615271843621,1e-14,6.16578691826079,5.95548730378738,TRUE,6.78610919671117,8.74010276711901
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000",512,TRUE,"sigmoid","rmsprop",0.0187779749882459,FALSE,FALSE,168,4.68568069634694,3.21037285333071,4.29732198174112,1e-08,2.84553927332076,6.59824317354476,TRUE,1.43574688805352,9.42636983548858
"expression",1,"1000 1000 1000 1000","1000 1000 1000",32,TRUE,"relu","rmsprop",0.0212954587108015,FALSE,FALSE,450,5.20116952220926,2.54533230567032,6.62859596042079,1e-14,1.77673236502276,8.13321674366365,FALSE,5.66292835655423,4.03220361006246
"expression",1,"1000 1000 1000 1000","1000 1000 1000 1000 1000",64,FALSE,"tanh","adam",0.0769651780138251,TRUE,FALSE,145,5.13148958278267,1.53118801344013,7.64329165262869,1e-14,1.13623451896375,2.45121991870925,TRUE,9.08739615380152,8.48995292048361
"mirna",1,"1000","1000 1000",512,FALSE,"tanh","adam",0.0144826276001009,TRUE,TRUE,440,8.95559215152615,3.91971372928548,0.0185502810403705,1e-06,1.67030287349016,9.26621947259409,TRUE,0.615386840224212,3.46524501572157
"mirna",1,"1000 1000","1000 1000 1000",1024,FALSE,"relu","adam",0.0236034625432046,TRUE,FALSE,118,4.18569938381487,6.05150898658405,3.79877108678105,1e-10,3.6371711340248,1.02417299152003,FALSE,3.71625286560232,3.39590892524885
"expression",1,"1000 1000 1000","1000",256,TRUE,"tanh","adam",0.0809094165892707,TRUE,FALSE,388,4.09921534041309,2.79723839545481,9.2125683533703,1e-10,4.26288183336102,6.79206807100913,FALSE,5.61937413735656,2.00929247527777
"expression",1,"1000 1000 1000","1000",64,FALSE,"sigmoid","rmsprop",0.0588806545408762,TRUE,TRUE,105,5.38682442357849,2.4735149410843,0.948018203218235,1e-06,3.18080819508916,0.917060114613269,TRUE,6.49936491484069,9.31010131817988
"mirna",1,"1000 1000","1000",32,TRUE,"relu","adam",0.0791942960209804,TRUE,TRUE,248,1.62071977058994,2.80724310733274,9.29806969960919,1e-08,0.072838447010342,9.7935455432639,FALSE,1.07734800260689,9.72269946064837
"mirna",1,"1000","1000 1000 1000 1000",512,TRUE,"sigmoid","sgd",0.0572305114238731,TRUE,TRUE,330,8.95427889662528,1.32713304729649,1.02245207497152,1e-08,7.53012489266669,4.22887891521677,TRUE,2.93920773291176,0.626308414989387
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000 1000",1024,FALSE,"relu","sgd",0.0884301550998393,TRUE,TRUE,342,8.62579336254878,3.43749247769487,7.40353756366647,1e-06,1.63312406591108,2.4294679748558,TRUE,6.03872815584801,3.91578875264304
"expression",1,"1000 1000 1000 1000","1000",512,FALSE,"tanh","adam",0.0054470374444189,TRUE,TRUE,371,2.10726185034314,6.60519788934465,3.14064993233653,1e-14,2.26934545663179,6.19402037985157,TRUE,5.81348007525893,1.27014603533718
"mirna",1,"1000 1000 1000 1000 1000","1000 1000",128,FALSE,"sigmoid","adam",0.0134417589643422,TRUE,TRUE,375,3.47624374624098,2.68746597051756,2.10399950307095,1e-10,9.80901193540239,6.64032210667036,TRUE,4.16223904977109,0.923999750469963
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000",128,FALSE,"relu","rmsprop",0.0800425327759367,TRUE,TRUE,310,2.35738965879712,4.28227805949938,1.54394623185974,1e-10,2.86820854600372,2.62507375474437,FALSE,7.58869472311081,8.41992325376443
"mirna",1,"1000 1000 1000 1000","1000 1000 1000",256,FALSE,"sigmoid","sgd",0.0889479395246155,TRUE,TRUE,378,6.89742268405473,9.63332241939256,1.22030460705515,1e-10,6.37203911772618,2.63379702029866,TRUE,7.27304487756149,9.02799710729249
"expression",1,"1000 1000 1000","1000 1000",32,FALSE,"relu","rmsprop",0.0830621975541937,FALSE,TRUE,284,7.19914033986264,8.39336081406163,1.91196731044678,1e-08,6.47804051474918,4.59472720610094,FALSE,3.91818846548292,5.51251602015731
"mirna",1,"1000 1000 1000 1000","1000 1000 1000 1000 1000",128,FALSE,"sigmoid","sgd",0.0282517798365642,FALSE,FALSE,411,3.40506103520847,5.58223403006235,2.22238997979672,1e-08,6.10350619781251,5.5798714528908,FALSE,0.508063464842676,4.0705184503447
"expression",1,"1000","1000 1000 1000 1000",32,TRUE,"tanh","sgd",0.0354294487957103,TRUE,TRUE,171,3.63834491213035,0.596645004409491,4.65603055406013,1e-14,2.61416157631251,8.10737777308677,TRUE,5.83486023507422,5.97786423614555
"expression",1,"1000 1000 1000","1000 1000 1000 1000 1000",256,TRUE,"tanh","adam",0.0540008031580494,FALSE,FALSE,451,5.09744336004253,4.6793834454243,4.62275647614617,1e-14,8.55447238514064,3.43987041821121,FALSE,6.51383707853259,6.27423724186542
"mirna",1,"1000 1000","1000",1024,TRUE,"relu","sgd",0.00210733711172144,FALSE,FALSE,346,4.63087028246524,2.63029125110383,0.778039533206029,1e-08,3.52472094942669,2.80307056157035,TRUE,3.55926901493937,7.31744037293849
"mirna",1,"1000","1000",256,TRUE,"sigmoid","sgd",0.00422204888575115,FALSE,FALSE,464,6.55767384017149,9.04444638023057,1.49389355415245,1e-12,9.56847199073229,7.00475822474458,FALSE,1.57557868232922,8.45513790460776
"expression",1,"1000 1000 1000","1000 1000",32,TRUE,"tanh","sgd",0.0236900253332503,FALSE,TRUE,258,3.12959994170034,6.34491137041737,0.435782092212467,1e-06,5.0626161284042,7.34200382767711,TRUE,3.09851295846877,4.34727743406859
"expression",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000 1000",32,FALSE,"sigmoid","rmsprop",0.0949812339829204,TRUE,FALSE,365,8.42975805330265,6.20564715016137,8.43808018922456,1e-06,5.47924019453624,8.58645486518391,FALSE,5.73056876420836,6.56223988482011
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000",256,FALSE,"sigmoid","rmsprop",0.0762162677678552,FALSE,FALSE,406,8.24489583343821,6.90586822884777,5.59969998409157,1e-08,7.2927940338905,2.14984096373199,FALSE,7.34930699113904,3.85591902673532
"mirna",1,"1000","1000",32,FALSE,"relu","sgd",0.0261144870054959,FALSE,TRUE,448,2.08136815568061,1.14435372220818,7.56846147737699,1e-08,2.85242164491971,0.784489806841593,FALSE,1.47656305936629,8.94715055185293
"expression",1,"1000 1000","1000 1000 1000 1000",32,FALSE,"relu","sgd",0.0776713477612629,TRUE,FALSE,215,4.85525224088188,8.24826139867013,1.2428300374269,1e-12,0.501709601828085,8.71743483878439,TRUE,9.62121935809669,4.92274213869366
"expression",1,"1000 1000","1000 1000 1000",1024,FALSE,"relu","sgd",0.0159397196354062,TRUE,TRUE,282,3.9029269999359,0.813411049333331,1.57592113324441,1e-12,2.4499242072026,9.42634035178344,TRUE,7.75270353722115,7.05785387229352
"expression",1,"1000 1000 1000","1000 1000 1000 1000 1000",32,FALSE,"tanh","rmsprop",0.0618849087683197,TRUE,TRUE,314,0.578128300917998,6.8223598450353,9.98641780375852,1e-08,3.58735679098821,0.0792225412861444,FALSE,5.1874918388898,3.62702721010179
"expression",1,"1000","1000",128,FALSE,"tanh","adam",0.0860659510827187,TRUE,FALSE,391,5.0638362357997,4.39439686807778,0.799438569442136,1e-10,6.95369536349929,4.31900596302119,TRUE,8.43903773303244,7.4476779485025
"expression",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000",256,TRUE,"relu","rmsprop",0.070460325465899,FALSE,FALSE,283,8.60024634515701,6.76313134079347,4.8928597934905,1e-06,0.304931121031222,2.7883057771821,FALSE,8.81671225086322,3.96047255898882
"expression",1,"1000","1000 1000 1000 1000 1000",64,TRUE,"tanh","rmsprop",0.0512656105720237,FALSE,FALSE,130,1.82451687070613,0.337432747347871,4.03070242725895,1e-10,4.63921161707382,9.04005845426698,FALSE,7.96308153686619,6.3606237217188
"mirna",1,"1000","1000",128,FALSE,"sigmoid","sgd",0.0496245358109003,TRUE,FALSE,169,0.993740162813989,2.89079707620991,4.9166844048514,1e-14,3.14800784572961,0.923803760845913,TRUE,9.88325764633158,9.44314795688547
"expression",1,"1000 1000","1000 1000 1000 1000",1024,TRUE,"sigmoid","sgd",0.0250073228838268,FALSE,FALSE,111,3.33662551255826,2.16802747877134,6.4163890400785,1e-06,6.4370174553479,1.73983503292897,TRUE,0.337645656810853,9.58975547928694
"mirna",1,"1000 1000","1000 1000 1000 1000",256,TRUE,"sigmoid","adam",0.0914082245609847,FALSE,FALSE,269,7.02032325467246,2.59124261715419,8.00204622346209,1e-12,0.128992009190749,4.8285881118197,TRUE,2.2960945466041,2.808139637109
"expression",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000",64,TRUE,"relu","adam",0.0219760287444163,TRUE,TRUE,491,7.14145890369731,6.43575433198634,6.59853401795146,1e-06,2.93078986776865,2.80974513497553,TRUE,5.89947532341583,7.17221745472519
"expression",1,"1000 1000 1000 1000 1000","1000",256,FALSE,"tanh","adam",0.0404198897481674,TRUE,FALSE,209,8.74753408368082,6.59196012933195,8.41959051424987,1e-10,7.01597774257108,0.616370839166921,FALSE,3.00401038141244,5.77394404020195
"mirna",1,"1000","1000 1000",512,FALSE,"sigmoid","rmsprop",0.0991984907255601,FALSE,TRUE,223,8.99676006293928,7.5041300558182,5.14126549672103,1e-06,9.72668451102177,5.55255449481425,FALSE,0.69420888141194,1.37824497118287
"mirna",1,"1000 1000 1000","1000 1000",128,TRUE,"relu","adam",0.0993822141679308,FALSE,FALSE,140,6.95518357766497,7.1459568778727,8.91316265595145,1e-10,1.4578845392259,8.0855680176965,FALSE,1.17856741386196,3.5521393885589
"mirna",1,"1000 1000 1000 1000 1000","1000",512,TRUE,"relu","rmsprop",0.0561396478698648,TRUE,TRUE,414,0.811576050823804,0.575326587218731,1.69606995173148,1e-14,5.19950649164339,0.563781672692858,TRUE,1.03228469577063,1.5508224021314
"expression",1,"1000","1000 1000",256,TRUE,"relu","sgd",0.0815167064862203,FALSE,TRUE,281,9.24874847086616,8.42635765836221,5.64334585231962,1e-06,4.18325208589293,0.0386760428105481,FALSE,3.92315875271783,4.27825000651262
"mirna",1,"1000 1000 1000 1000","1000 1000 1000 1000",64,TRUE,"tanh","rmsprop",0.0186414785043986,FALSE,FALSE,446,6.47857117090235,5.85847422755237,7.29355019204901,1e-10,6.90895531895705,9.5608495826961,TRUE,2.65070032371537,2.03993800214804
"expression",1,"1000 1000 1000","1000 1000 1000 1000 1000",256,FALSE,"sigmoid","adam",0.064745017400505,FALSE,FALSE,337,1.09670660349858,5.74490745862262,0.356754591353238,1e-08,8.5768196594963,6.20253974176478,FALSE,3.45416173241201,1.49545189176282
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000 1000 1000",128,TRUE,"relu","rmsprop",0.0117886129717741,FALSE,TRUE,139,3.70958756186388,6.1877714812326,4.86237423428684,1e-08,2.28052477165172,8.18825782285887,TRUE,2.78248970624097,5.87793004390014
"expression",1,"1000 1000","1000 1000 1000 1000",1024,FALSE,"relu","rmsprop",0.0695926060320887,FALSE,FALSE,428,3.4366364248756,5.21017859999554,2.88107074771775,1e-10,8.34475529629612,6.27958169226185,TRUE,4.44412388636343,3.59403571103759
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000",1024,FALSE,"relu","rmsprop",0.0432494219483199,FALSE,TRUE,394,5.5434340404334,4.99631926581618,3.04390651174355,1e-06,2.06596236527533,7.2230564411357,FALSE,6.66050947842539,1.03842229519636
"expression",1,"1000","1000",128,TRUE,"sigmoid","rmsprop",0.0737241828678936,FALSE,FALSE,351,2.34134140505953,1.11065726685133,7.97165482337121,1e-06,3.40595177980645,4.06089736395515,FALSE,0.458970431296052,7.99277442080534
"expression",1,"1000 1000","1000 1000 1000 1000",1024,FALSE,"sigmoid","adam",0.0600489558633083,TRUE,FALSE,177,0.231398208370165,9.78910047227664,1.9475194630865,1e-08,6.61536514963457,5.04507603846607,TRUE,4.93668452925707,4.05745021396717
"mirna",1,"1000 1000 1000 1000 1000","1000 1000 1000",64,TRUE,"relu","rmsprop",0.0429514998364747,TRUE,TRUE,412,5.35432956259844,5.11768858944772,3.53311526718433,1e-14,2.27786409547164,9.03911703073536,FALSE,8.4728645074323,7.01301460492512
"expression",1,"1000 1000 1000","1000 1000 1000",128,FALSE,"sigmoid","sgd",0.0718056414843037,TRUE,TRUE,103,5.2830203895789,7.06400547461949,9.82647081380012,1e-06,1.128084920637,1.96945118624019,TRUE,7.1305752425134,8.08285078121125
"mirna",1,"1000 1000 1000 1000","1000 1000 1000 1000",128,TRUE,"relu","rmsprop",0.0840014673210481,FALSE,TRUE,471,3.62863529444484,1.47889721025198,6.13768392734346,1e-08,3.28314941875769,0.794229310895316,TRUE,7.0917580830558,4.89146540256436
